name,salary,careerLevel,workType,department,country,state,company,yearsOfExperince,html,websites,skills
Payroll Director,,NOT FOUND,other,NOT FOUND,US,TX,Cb Richard Ellis,NOT FOUND,"Payroll DirectorJob ID110092Posted20-Mar-2023Service lineCorporate SegmentRole typeFull-timeAreas of InterestPeople/Human ResourcesLocation(s)Dallas - Texas - United States of AmericaABOUT THE JOB:* Develops and controls all tasks necessary to accomplish the organization's US payroll processing objectives, including relationships with internal and external auditors, state and federal agencies.* Manage US payroll strategy, planning, communications and marketing the payroll functions and related services.* Manage the overall US payroll functions including, payroll processing, payroll taxes, reviewing and revising policies and procedures, internal controls, system review and upgrade. Maintains necessary vendor relationships and compliance.WHAT YOU'LL DO:* Monitor US payroll systems and conducts periodic audits of system to ensure compliance.* Serve as key liaison between the human resources and finance department to maintain accurate employee payroll information.* Research new payroll regulations and develops, implement and recommend new or modified policies as necessary.* Coordinate with appropriate agencies and departments on a regular basis to ensure compliance with all regulatory reporting requirements. Ensure that quarterly, annual reporting and employee tax documents are completed on a timely basis.* Ensure payroll systems integrity and compliance.* Conduct needs assessment, develop training curriculum and conduct training sessions on various Payroll topics.* Recommend changes in methods or procedures to improve the efficiency of the payroll function.* Maintain knowledge of industry trends and employment legislation and ensures compliance with agencies legislation regarding employment and employee matters.* Manage the planning, organization and controls for a major functional area or department.* May be responsible for a mix of direct and matrix reports; this includes recruitment, selection, mentorship, promotion, advancement, corrective action and termination.* Lead by example and models behaviors that are consistent with the company's values.WHAT YOU'LL NEED:Applicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the future.* Bachelor's degree (BA/BS) from four-year college or university* 10+ years of related experience and training* CPP required.* ADP EV5 or EV6 experienceWHY CBRE:We lead by example, guided by the needs of the cities we inhabit, the communities we build and the world we live in. The more perspectives we have, the more dimensions we're able to see. A culture of respect, integrity, service and excellence shapes our approach to every opportunity.Our competitive and comprehensive benefits program was designed to make sure you feel valued in your role, with benefits that support the mental, physical, emotional and financial health of you and your family.Maintain your career momentum with the best tools and training in the industry. You'll have everything you need to thrive in your role: challenging work, a commitment to results, fast-paced assignments and a culture of constant learning.Diversity, equity and inclusion (DE&amp;I) are more than just values-they're a competitive advantage. By creating a culture where our employees are recognized for their contribution and given a chance to grow, we regularly open ourselves and our business to new opportunities.CBRE is an equal opportunity employer that values diversity. We have a long-standing commitment to providing equal employment opportunity to all qualified applicants regardless of race, color, religion, national origin, sex, sexual orientation, gender identity, pregnancy, age, citizenship, marital status, disability, veteran status, political belief, or any other basis protected by applicable law. We also provide reasonable accommodations, as needed, throughout the job application process. If you have a disability that inhibits your ability to apply for a position through our online application process, you may contact us via email at ...@cbre.com or via telephone at +1 866 ### #### (U.S.) and +1 866 ### #### (Canada).NOTE: Some, but not all, of our positions may have an additional requirement to comply with COVID-19 health and safety protocols, including COVID-19 vaccination proof and/or rigorous testing. If you have questions about the requirement(s) for this position, please inform your Recruiter.<br />",aarp_us,"['including relationships', 'revising policies', 'ensure compliance', 'modified policies', 'ensure compliance', 'Ensure payroll systems integrity', 'needs assessment', 'develop training curriculum', 'conduct training sessions', 'Maintain knowledge', 'ensures compliance', 'regarding employment', 'includes recruitment', 'related experience', 'challenging work', 'paced assignments', 'values diversity', 'standing commitment', 'including COVID-19 vaccination proof', 'have questions']"
Analyst II - Payroll,,NOT FOUND,other,NOT FOUND,US,TX,Westlake Chemical,5,"SUMMARYThe Payroll Analyst II performs functions and processes related to the various payrolls for employees of the subsidiary companies of Westlake Chemical Corporation (""the Company"") in the U.S. and Canada under the supervision of the Payroll Supervisor. The Payroll Analyst II assists the Payroll team with departmental duties and responsibilities and works closely with Benefits, Human Resources, Accounting, Legal, field locations, and employees at all levels throughout the company.DUTIES AND RESPONSIBILITIESMay include, but are not limited to, the following:* Maintains employee data in the payroll system* Initiates time import into payroll system from time management system(s)* Balances hours according to earning codes* Prepares and completes payroll input to complete payroll on a timely basis for each pay cycle and special pay cycle request* Audits pre and post processing payroll reports* Assists Principal Analysts when necessary with outstanding reconciling items related to payroll utilities such as tax, bank rec, GL and garnishments* Prepares on-demand manual checks and adjustment entries as needed* Ensures compliance with all employee legislation and regulatory guidelines including but not limited to Employer Health Tax (EHT), Canada Pension Plan (CPP), Employment Insurance (EI), Income Tax, pension and benefit contributions, etc.* Maintains complete understanding of all applicable federal/provincial laws related to payroll, including but not limited to garnishments, benefits and taxes* Participates in annual and periodic audits as required* Participates in testing events when system changes are being implemented* Develops and maintains administrative procedures relative to the functions of this position* Performs analytical thinking required by this job description* Promotes a positive Company image at every opportunity* Complies with all Company policies and procedures* Performs any additional responsibilities or tasks as assignedEDUCATION, EXPERIENCE AND QUALIFICATIONS* Bachelor's Degree or 5 years payroll experience in a large computerized multi-state payroll function* Knowledge of payroll processes, calculations, and functions* Advance knowledge of Microsoft Office products* Analytical ability with aptitude for detail and systems* Knowledge of Workday Payroll and time management systems a plus* Interpersonal skills and team work orientation to handle issues with discretion, confidentiality, and professionalism.* Payroll accounting experience is preferred and Human Resources experience is a plusPHYSICAL DEMANDSWhile performing the duties of this job, the employee is frequently required to sit; stand; walk; use hands to touch, handle, or feel; reach with hands and arms; and talk or hear. The employee is occasionally required to stoop, kneel, or crouch. The employee must regularly lift and/or move up to 10 pounds, frequently lift and/or move up to 25 pounds, and occasionally lift and/or move up to 50 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, peripheral vision, depth perception, and ability to adjust focus.WORK ENVIRONMENTThe noise level in the work environment is usually moderate as normally based in an open office concept. Some of the work may be required in the operating units which can require usage of required PPE including safety glasses, hearing protection, etc. May also result in exposure to outside elements and may require usage of stairs and elevators.<br />",aarp_us,"['performs functions', 'Maintains employee data', 'earning codes', 'completes payroll input', 'post processing payroll reports', 'payroll utilities', 'work orientation', 'handle issues', 'use hands', 'adjust focus', 'operating units', 'require usage', 'including safety glasses', 'hearing protection', 'require usage']"
Payroll Specialist,,NOT FOUND,other,NOT FOUND,US,NY,Rochester Regional Health,NOT FOUND,"Payroll SpecialistApply Now ( Save Job Job SavedJob IDREQ_175168 FACILITYRiedman Campus LOCATIONRochester, New YorkSUMMARYAs a Payroll Specialist, your strong attention to detail and commitment to accuracy ensures proper compensation and timely distribution of paychecks.STATUS: Full timeLOCATION: Riedman CampusDEPARTMENT: PayrollSCHEDULE: Monday - Friday daysATTRIBUTES+ A minimum of two (2) years of experience in payroll required+ Strong analytical, computer and communication skillsRESPONSIBILITIES+ Payroll Management.Demonstrate understanding of work flow and methodology for processing payroll; handle all incoming garnishments; log-in, set-up and monitor balances; adjust employee benefits banks, PTO, vacation and any payroll errors; order vendor checks for payroll deductions (insurance, tax-sheltered annuities, etc.)+ Processing.Process KA entries, payroll adjustments/corrections, professional services, retro pay increases, special manual checks for errors and TC1 entries (online time entries or corrections); process terminated employee benefits after accruals and review flex dollars and deductions+ Auditing.Conduct full auditing of all time sheets and time documents and full processing of disability and workers compensation paymentsPHYSICAL REQUIREMENTSS - Sedentary Work - Exerting up to 10 pounds of force occasionally Sedentary work involves sitting most of the time, but may involve walking or standing for brief periods of time. Jobs are sedentary if walking and standing are required only occasionally and all other sedentary criteria are met.Rochester Regional Health is an Equal Opportunity / Affirmative Action Employer. Minority/Female/Disability/VeteranApply Now (<br />",aarp_us,"['Demonstrate understanding', 'monitor balances', 'adjust employee benefits banks', 'sheltered annuities', 'terminated employee benefits']"
Payroll Manager,,NOT FOUND,other,NOT FOUND,US,IL,Edelman,0,"The Payroll Manager will perform complex payroll functions (accounting, auditing, reporting, and analysis) for the company's U.S. payroll, and will actively participate in system and process re-engineering efforts and help support global payroll efforts.The ideal candidate will have a minimum of 10 years of payroll experience with at least 2 years in a supervisory role showing progressive growth in responsibilities (global payroll experience a plus). The individual must have expert knowledge of federal and state tax laws and must also have demonstrated capability and experience with ADP reporting, ADP GL, and ADP eTime.Our collaborative culture requires that the candidate work harmoniously and effectively with others as part of a team, as well as working well independently. There are many opportunities for creating efficiencies, and the individual will be expected to recognize and assess the downstream impacts of planned process changes.The Payroll Manager reports directly to SVP, US Payroll and Global HR Systems Operations.ESSENTIAL JOB FUNCTIONS:Payroll Tax Filing:* Ensure compliance with federal &amp; state taxing authorities.* Verify accurate tax withholding for all employees including employees on Visas and perform periodic audits.* Coordinate calendar year-end processing of payroll, including supplemental payrolls, W-2s, and other government required documentation.Payroll Processing:* Fund payroll bank accounts for semi-monthly payrolls, off-cycle payments, and tax payments.* Process year-round taxable fringe benefits.* Accurately process and record payroll journal entries and clear reconciling items in a timely manner.* Oversee the maintenance and retention of payroll records and in accordance with the company's record retention policy.* Enforce established payroll related policies, procedures, and regulations.* Comply with policies and procedures to minimize errors.* Accurately process semi-monthly U.S. multi-state payroll.* Support UK, Brussels, and Netherlands payroll processing.* Audit the work of the Payroll Administrators.* Critically review and analyze current payroll and tax procedures to recommend and implement changes leading to best-practice operations.Service &amp; support:* Mentor Payroll Administrators: lead by example and provide training and guidance in conjunction with SVP of Payroll.* Promote proactive approaches to solve business needs/problems.* Maintain confidence across all levels of the organization and protect operations by keeping information confidential.* Perform other duties and special projects as requested by management.* Demonstrate continuous effort to improve operations, decrease turnaround times, streamline work processes, and work cooperatively to provide quality seamless customer service.* Follow-up effectively with all clients/customers.Basic Qualifications:* At least 10 years of relevant experience in accounting/business, payroll, and/or related fields* A bachelor's degree or equivalent work experiencePreferred Qualifications:* Expert knowledge of regulations relating to US payroll and benefits, payroll related taxes, garnishments, overtime, relocation, other income, W2 income, expatriate payroll, and US immigration laws.* Advanced knowledge of federal and state income tax filing regulations.* Ability to solve problems and deal with conflicts as they arise while maintaining a high degree of professionalism.* Strong attention to detail and organizational skills.* Ability to handle highly confidential information.* Ability to adhere to tight deadlines.* Demonstrated interpersonal skills.* Intermediate level MS Excel skills.$73,000 - $126,000 a yearAn employee's pay position within the salary range will be based on several factors including, but not limited to, relevant education, qualifications, certifications, experience, skills, seniority, geographic location, performance, travel requirements, revenue-based metrics, any contractual agreements, and business or organizational needs. The range listed is just one component of DJEH's total compensation package for employees. Other rewards may include annual bonuses, a Paid Time Off policy, and region-specific benefits.#LI-CGEdelman is a global communications firm that partners with businesses and organizations to evolve, promote and protect their brands and reputations. Our 6,000 people in more than 60 offices deliver communications strategies that give our clients the confidence to lead and act with certainty, earning the trust of their stakeholders. Our honors include the Cannes Lions Grand Prix for PR; Advertising Age's 2019 A-List; the Holmes Report's 2018 Global Digital Agency of the Year; and, five times, Glassdoor's Best Places to Work. Since our founding in 1952, we have remained an independent, family-run business. Edelman owns specialty companies Edelman Data &amp; Intelligence (DxI) and United Entertainment Group (entertainment, sports, lifestyle).For more information please visit: www.edelman.comClick here to view a short video about life at Edelman.Employees must be fully vaccinated against COVID-19 (i.e., at least 2 weeks after last dose) and, if hired, present proof of vaccination before start date. Candidates may request an accommodation due to disability, sincerely held religious belief or exception required under applicable law.Edelman is committed to diversity, equity and inclusion and proud to be an equal opportunity employer. We welcome and encourage racially and ethnically diverse people, members of the LGBTQ community, veterans, parents, individuals with disabilities and members of any and all protected classes to apply.",aarp_us,"['demonstrated capability', 'creating efficiencies', 'planned process changes', 'taxing authorities', 'including employees', 'required documentation', 'established payroll', 'related policies', 'minimize errors', 'implement changes', 'provide training', 'solve business needs', 'Maintain confidence', 'protect operations', 'keeping information', 'improve operations', 'decrease turnaround times', 'streamline work processes', 'provide quality', 'related taxes', 'solve problems', 'based metrics', 'deliver communications strategies', 'run business', 'owns specialty companies', 'protected classes']"
Payroll Manager,,NOT FOUND,other,NOT FOUND,US,GA,Agilysys,NOT FOUND,"Who You AreIf you are a top-notch Payroll Leader who thrives on technology and process innovation in a fast-paced environment, Agilysys has an immediate career-building opportunity for you. In this role you will be a highly productive member of the Company's Office of the CFO based in Alpharetta, GA working with business leaders and colleagues across the Finance, Accounting, Treasury, Tax, Legal and Human Resource teams of our dynamic organization.Who We AreWe are a global, publicly traded, and well-respected hospitality technology innovator ready to accelerate our growth by showcasing the meaningful investments we've made over the past several years to convert our 40-year hospitality heritage into the most comprehensive, state-of-the-art, personalized, and expertly supported solutions available, whether in cloud-native SaaS or on-premise license formats. We are at the forefront of delivering technology to shape the future of hospitality: Mobile contactless keyless guest-controlled real-time capacity-shaped anytime, anywhere personal-yet-profitable experiences.Leveraging our market-proven Property Management, Point-of-Sale, and Inventory &amp; Procurement core solutions, more than 20 additional solutions enhance guest and staff experiences across every touchpoint while also unifying data and profiles to continuously predict and optimize future interactions. Many of the world's best known and admired hospitality brands and properties count on our solutions to improve work experiences for staff members and guest experiences for customers, solidifying loyalty and amplifying revenue while also removing operating friction and costs.Agilysys has been a leader in hospitality software for more than 40 years, delivering innovative guest-centric technology solutions for gaming, hotels, resorts and cruise, corporate foodservice management, restaurants, universities, healthcare, and sports and entertainment. Agilysys offers the most comprehensive software solutions in the industry, including point-of-sale (POS), property management (PMS), inventory and procurement, payments, and related applications, to manage the entire guest journey. Agilysys is known for its leadership in hospitality, its broad product offerings and its customer-centric service. Some of the largest hospitality companies around the world use Agilysys solutions to help improve guest loyalty, drive revenue growth and increase operational efficiencies. Agilysys operates across the Americas, Europe, the Middle East, Asia-Pacific, and India with headquarters located in Alpharetta, GA.SummaryAgilysys is currently looking for a Payroll Leader to work out of our Alpharetta* headquarters. The role sits within the Company's Office of the Chief Financial Officer very closely integrated with the Company's General Counsel and Human Resource teams.Objectives* Lead the transformation of global payroll functions for Agilysys through reorganization of resources and continuous process and system improvements to support rapid growth.* Tailor payroll solutions by region to implement best practices for upholding regulatory compliance while meeting the emerging business requirements for local leadership and team members.* Drive efficiency across all payroll cycles for all stakeholders.Responsibilities* Develop and lead an India-based payroll processing team with best practices for collaboration across extreme distance and time zones.* Design and apply policies and procedures to ensure accurate and timely delivery of payroll each and every cycle.* Maintain payroll systems for all current profiles including employment status, compensation, benefits, garnishments, taxes, and other deductions.* Administer the ADP Workforce Now time and attendance system for accuracy of timecards, PTO approvals and other inputs along with the Fidelity Plan Sponsor WebStation for accuracy and completeness of stock incentive plan data and transactions.* Ensure compliance with all federal, state, and local employment and payroll laws including for all applicable international regions.* Produce, retain and protect accurate payroll transaction records and reports for all appropriate purposes (audits, insurance, taxes and other regulatory compliance).* Coordinate regularly with human resource team to onboard new hires and to provide training to supervisors and employees.* Prepare off-cycle payroll transactions as necessary.* Author and update necessary process documentation and any related operational controls or internal controls over financial reporting associated with payroll functions.* Collaborate with human resources, finance, accounting, information technology, treasury, tax, and legal teams to evaluate and execute business initiatives while communicating clearly with leadership teams.* Perform ad-hoc assignments including cross-functional projects with accounting, finance, information technology, legal, human resources, treasury, tax, and strategy teams.Requirements* Bachelors' degree (or equivalent) in Accounting, Business Administration, or related field from an accredited university.* Five years of payroll management experience with a global workforce.* Effective at mentoring and motivating payroll teams across geographies and time zones.* Can handle multiple tasks and projects with consistent time management and commitment to deadlines.* Willingness to work long hours when necessary.* Comfortable working with minimal supervision.* Experience in a U.S. publicly traded company desired, but must be accustomed to working within strong ""SOX Ready"" internal control environments.* Three years of experience leading payroll processing teams based offshore. Experience leading teams based in India strongly preferred.Desired Characteristics* Experience in an enterprise software company.* Proficient in Microsoft Office applications with strong Excel skills.* Our Alpharetta based team works on a hybrid schedule with at least three days a week in the office for collaboration and certain days working from home.Must be willing to complete all license applications, background checks, security checks and/or any other documentation and provide copies of any identification documents required by any State, Federal or Tribal governmental agency in order to maintain compliance with their laws and to successfully perform in the role.* --------------------------------------------------------------------------------------------------------------------------------------------------The information on this description has been designed to indicate the general nature and level of work performed by employees within this classification. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to this job. Conditions may require the Company to modify this job description and the Company reserves the right to exercise its discretion to make such changes.Agilysys is an equal opportunity employer. In compliance with Federal and State EEO laws, qualified applicants are considered for all positions without regards to race, color, gender, religion, national origin, ancestry, place of birth, age, marital status, sexual orientation, disability, or veteran status.EEO/AAP EmployerM/F/V/D",aarp_us,"['paced environment', 'respected hospitality technology innovator', 'supported solutions', 'delivering technology', 'enhance guest', 'unifying data', 'improve work experiences', 'solidifying loyalty', 'amplifying revenue', 'operating friction', 'including point', 'improve guest loyalty', 'drive revenue growth', 'emerging business requirements', 'Drive efficiency', 'based payroll processing team', 'apply policies', 'Maintain payroll systems', 'including employment status', 'Ensure compliance', 'provide training', 'execute business initiatives', 'Perform ad', 'motivating payroll teams', 'traded company', 'leading payroll processing teams', 'leading teams', 'based team', 'provide copies', 'maintain compliance']"
Cost Accountant/Accounting Analyst,,NOT FOUND,other,NOT FOUND,US,GA,TRC Staffing,NOT FOUND,"<div><p><strong>The primary responsibilities are the product revenue variance analysis and implementation of new vehicle / part products costing. </strong></p><p><br /><strong>ESSENTIAL PRIMARY DUTIES and RESPONSIBILITIES (including but not limited to accountabilities below): </strong></p><ul><li>Report weekly inventory report including sales and production quantity </li><li>Develop sales mix for monthly P&amp;L estimation and report revenue analysis of plan vs. estimation </li><li>Prepare revenue analysis, including monthly trends, variance analysis of plan vs. actual, estimation vs. actual by market, model, engine, and trim. FOB price verification with sales team also required. </li><li>Compile monthly P&amp;L estimate and monthly P&amp;L actual reports. </li><li>Participate the annual business plan including KMAT selection, sales price verification with SD, AS part sales plan. Upload the annual business plan into SAP. </li><li>Compile monthly PI (Profit Improvement) analysis. This includes coordinating KCI (key cost indicator) tracking in SAP/GBI, coordinating the PI reporting process, collecting the PI data, and reporting the PI results to FI management. </li><li>Create ad hoc reports as needed for the company </li></ul><p><br /><strong>QUALIFICATIONS and JOB REQUIREMENTS (Education, Experience, Competencies): </strong></p><ul><li>Bachelor s degree in Finance, Accounting or related field along with two (2) to five (5) years of progressive experience in the Accounting field in a manufacturing environment preferably within the automotive industry, or an equivalent combination of education and experience. </li><li>Ability to comprehend and comply with general divisional policies and procedures in conducting day-to-day accounting and administrative responsibilities. </li><li>General knowledge of Accounting and Finance principles and methods. </li><li>Ability to exercise independent judgment and discretion in both exercising company decisions and carrying out essential job duties that affect efficient business operations and its objectives, policies, practices, and conditions. </li><li> </li></ul><p><strong>SPECIALIZED SKILLS AND KNOWLEDGE REQUIRED </strong></p><ul><li>Experience using Microsoft Excel, PowerPoint and Word. </li><li>Prior ERP experience preferred (SAP, Oracle, etc.). </li><li>Must be able to work overtime </li></ul><p> <br /></p><p>TRC Staffing is proud to be an Equal Opportunity Employer (EOE). All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, national origin, protected veteran status, disability status, sexual orientation, gender identity or expression, marital status, genetic information, or any other characteristic protected by law.</p></div>",aarp_us,"['including sales', 'Develop sales mix', 'report revenue analysis', 'Prepare revenue analysis', 'Create ad', 'conducting day', 'exercising company decisions', 'work overtime', 'receive consideration', 'protected veteran status']"
Quality Review &amp; Audit Sr. Representative,,NOT FOUND,other,NOT FOUND,US,TX,CIGNA,NOT FOUND,"Role Summary:This position is responsible for conducting audits to ensure compliance and accuracy of the assigned business area. This will include assisting in the development of audit tools and recommending changes in processing procedures. As a member of Medicare Operations Regulated Oversight L1 Monitoring Team, the incumbent will have the ability and be expected to drive change, and positively impact the accuracy and efficiency of Cigna Healthspring's operations by recommending actions that address error trends and root-causes of errors found during quality audits.Responsibilities:* Provide advanced auditing and analyzation of Enrollment, Appeals, and/or Grievances.* Complete assigned audits in a timely manner.* Identify and report error trends to Management.* Ability to meet production demands and maintain a high level of quality.* Ability to work independently and as a team.* Utilize in-depth professional knowledge to monitor trends and provide remediation steps.* Perform other related duties, as assigned, which may not be specifically cited in the job description.Qualifications:* Prior experience related to process improvement and Quality.* Knowledge of CMS guidelines preferred.* Working knowledge of Microsoft Word &amp; Access, SharePoint, with intermediate proficiency level of Excel.* Possess an understanding of operational and compliance auditing.* Exceptional verbal and written communication skills.* Work independently and with the team with minimal oversight and supervision.* Ability to meet strict timeliness.* Detail oriented.If you will be working at home occasionally or permanently, the internet connection must be obtained through a cable broadband or fiber optic internet service provider with speeds of at least 10Mbps download/5Mbps upload.About Cigna HealthcareCigna Healthcare, a division of The Cigna Group, is an advocate for better health through every stage of life. We guide our customers through the health care system, empowering them with the information and insight they need to make the best choices for improving their health and vitality. Join us in driving growth and improving lives.Qualified applicants will be considered without regard to race, color, age, disability, sex, childbirth (including pregnancy) or related medical conditions including but not limited to lactation, sexual orientation, gender identity or expression, veteran or military status, religion, national origin, ancestry, marital or familial status, genetic information, status with regard to public assistance, citizenship status or any other characteristic protected by applicable equal employment opportunity laws.If you require reasonable accommodation in completing the online application process, please email: ...@cigna.com for support. Do not email ...@cigna.com for an update on your application or to provide your resume as you will not receive a response.The Cigna Group has a tobacco-free policy and reserves the right not to hire tobacco/nicotine users in states where that is legally permissible. Candidates in such states who use tobacco/nicotine will not be considered for employment unless they enter a qualifying smoking cessation program prior to the start of their employment. These states include: Alabama, Alaska, Arizona, Arkansas, Delaware, Florida, Georgia, Hawaii, Idaho, Iowa, Kansas, Maryland, Massachusetts, Michigan, Nebraska, Ohio, Pennsylvania, Texas, Utah, Vermont, and Washington State.",aarp_us,"['conducting audits', 'ensure compliance', 'assigned business area', 'recommending changes', 'drive change', 'recommending actions', 'address error trends', 'assigned audits', 'report error trends', 'meet production demands', 'monitor trends', 'provide remediation steps', 'Working knowledge', 'written communication skills', 'driving growth', 'improving lives', 'including pregnancy', 'hire tobacco', 'use tobacco']"
Sr. Business Analyst - Quote to Cash,,NOT FOUND,other,NOT FOUND,US,CA,Maxonic,0,"<p>Description:</p><p>Maxonic maintains a close and long-term relationship with our direct client. In support of their needs, we are looking for a Sr. Business Analyst/Product Manager</p><p> </p><p>Job Description:</p><p>Title: Sr Business Analyst Consultant (Quote to Cash)</p><p>Location: Palo Alto, CA- Hybrid (2-3 days onsite/wk)</p><p><br /></p><p>Background:</p><p>We are looking to hire a Sr. Business Analyst/Product Manager with a deep understanding of end-to-end processes around the Quote to Cash domain and familiarity with SaaS/Subscription models to support ongoing projects. This role is within the Product management track, so we need this consultant to support ongoing Tier1 and Tier2 projects and help with UAT.</p><p><br /></p><p>Experience &amp; Responsibilities:</p><ul><li>A bachelor s degree along with around 10 years of strong track record in the industry in ERPs such as SAP. Prior experience in SAP (SD or BRIM) or other ERPs in the Product/Pricing domain is required. Knowledge of boundary systems such as SFDC (CPQ) and any revenue recognition tools (ASC606) is highly desirable.</li><li>As a product manager will act as a bridge between business and IT, understanding business requirements and pain points and translating them to IT and QA through user stories.</li><li>Knowledge of end-to-end process areas within the quote to cash is a Must for this role, though the focus areas would be products/pricing, Quoting, and revenue recognition. Familiarity with order management, billing, and invoicing is a plus.</li><li>Experience working on ERP migration projects, integrations, and data migration is highly desirable</li><li>Will be responsible for understanding requirements reading through user stories, end to end processes, identifying any gaps in the processes, and documenting process flow in Visio, PowerPoint, Miro, or any other tool.</li><li>Must be able to understand and document end-to-end flows within ERP and boundary systems</li><li>Should be able to support cross-functional business stakeholders through effective communication both verbal and written.</li><li>Should be able to participate in scrum calls, track RAID items and coordinate with product managers and PMO</li><li>You will be responsible for monitoring &amp; tracking testing deliverables, creating Test Scenarios/Test Plans/Test scripts, defect management and working to resolve defects during UAT, and attending and participating in all meetings related to testing.</li><li>You will be leading UAT activities, including coordinating with business stakeholders, UAT leads/IT, pre-UAT validations, supporting testing and post-implementation support.</li><li>Experience creating and running reports in Business objects or other reporting tools is good to have as you will need to run ad-hoc reports.</li><li>In addition, you may also need to create sample data for testing as well as files for data migrations.</li></ul><p><br /></p><p><br /></p><p><br /></p><p>About Maxonic:</p><p>Since 2002 Maxonic has been at the forefront of connecting candidate strengths to client challenges. Our award winning, dedicated team of recruiting professionals are specialized by technology, are great listeners, and will seek to find a position that meets the long-term career needs of our candidates. We take pride in the over 5,000 candidates that we have placed, and the repeat business that we earn from our satisfied clients. </p><p>Interested in Applying?</p><p>Please apply with your most current resume. Feel free to contact our recruiters for more details.</p><br />",aarp_us,"['understanding business requirements', 'understanding requirements', 'track RAID items', 'tracking testing deliverables', 'defect management', 'resolve defects', 'supporting testing', 'run ad', 'create sample data', 'connecting candidate strengths', 'take pride']"
Controller,,NOT FOUND,other,NOT FOUND,US,TX,Express Employment Professionals,5,"Job Title: Controller Location: Wichita Falls, TX Salary: $24.00/hr. - $28.00/hr. Job Type: Full-time Job Summary: We are seeking an experienced and detail-oriented Controller to join our team at a local company in Wichita Falls, TX. The Controller will be responsible for overseeing all financial aspects of the company, including accounting, financial reporting, budgeting, and forecasting. The ideal candidate will have a strong background in accounting, be proficient in financial analysis and modeling, and possess excellent communication and interpersonal skills. Responsibilities: - Oversee day-to-day accounting operations, including accounts payable and receivable, general ledger, and payroll. - Manage the financial reporting process, including monthly, quarterly, and annual financial statements, and ensure compliance with all regulatory and accounting standards. - Develop and maintain financial models and analysis to support business decisions and long-term planning. - Prepare and manage the annual budgeting and forecasting process. - Ensure accurate and timely recording of all financial transactions and monitor cash flow. - Coordinate with external auditors and tax professionals as needed. - Provide financial analysis and support for business development and operational initiatives. - Oversee the development and implementation of financial policies and procedures. - Manage and develop the accounting team to ensure high-quality work and efficient operations. Qualifications: - 5 years of experience in accounting or financial management, including experience in a Controller or similar role. - Strong understanding of GAAP and other regulatory and accounting standards. - Excellent analytical and financial modeling skills. - Experience managing accounting teams and overseeing day-to-day accounting operations. - Strong communication and interpersonal skills. - Proficient in Microsoft Excel and other financial software. If you are interested in applying for this position, please contact Katherine Rolon at katherine.rolonexpresspros.com . 1794 PandoLogic.Keywords:Financial Controller, Location:Wichita Falls,TX-76307, PL:568027177",aarp_us,"['including accounting', 'Oversee day', 'including accounts', 'ensure compliance', 'support business decisions', 'monitor cash flow', 'including experience', 'managing accounting teams', 'overseeing day']"
Associate Billing Specialist,,NOT FOUND,other,NOT FOUND,US,NE,Right at Home-Northeast &amp; Central Nebraska,NOT FOUND,"<p><strong><span>Right At Home Norfolk is growing! We are hiring for an Associate Billing Specialist to join our Office Staff in Norfolk, Nebraska!</span></strong></p><p><strong><span>Right At Home offers Competitive Pay, Health Insurance Benefits Resource, Dental, Vision, Life, PTO, Paid Holiday's, Flexible Schedule with the ability to work from home at times, Matching 401k, Weekly Pay, Employee Discounts through Vizient and more! </span></strong></p><p><strong><u><span>Job Summary<br /></span></u></strong><span>The Associate Billing Specialist is responsible for assisting the Billing Specialist with the bookkeeping process and procedures for the Right At Home offices.</span></p><p><strong><u><span>Essential Functions<br /></span></u></strong><span>The primary goal is to complete administrative and financial activities as assigned by Billing Specialist and management which may include weekly billing (Facility, VA, DHHS and LTC insurance), weekly payroll, monthly reconciliations, accounts receivables, accounts payable, quick book entries and additional financial activities as assigned. The ideal candidate will be reliable, detail-oriented with 2+ years of general bookkeeping/accounting experience and intermediate to advanced Microsoft Office (Word &amp; Excel) skills. Experience with QuickBooks is a plus. This person will assist with A/R, WOTC Tax Credits, Payroll, Billing, Collections oversight, maintaining business transactions, reconciling credit card and bank accounts, adjusting, closing and Reversing Entries, and Preparing Monthly, Yearly Financial Statements. </span></p><p><span> </span></p><p><strong><u><span>Core Qualifications </span></u></strong><span><br />1. Associates degree preferred but not required<br /></span><span> 2. Exceptional leadership skills <br /></span><span>3. Ability and willingness to learn new skills and set priorities. Must be detail oriented.<br />4. Able to work independently, demonstrating sound judgment while planning and organizing schedule.<br />5. Experience in Quick Books is a plus. <br /></span><span>6. Intermediate to advanced computer skills, excellent analytical and problem-solving ability, exceptional organizational strength and outstanding listening, verbal and written communication skills.<br />7. Bookkeeping and/or accounting experience helpful. <br /><br /></span></p><p><span> </span></p><p> </p><p> </p><p> </p>",aarp_us,"['accounts receivables', 'maintaining business transactions', 'reconciling credit card', 'set priorities', 'solving ability', 'written communication skills.<br />7']"
